Date Time,Holiday,Weather Description,Weather Main,Clouds All,Rain 1H,Snow 1H,Temp,Traffic Volume
10/3/2012 2:00:00 PM,None,sky is clear,Clear,1,0,0,294.31,5337
10/3/2012 3:00:00 PM,None,sky is clear,Clear,1,0,0,295.17,5692
10/3/2012 4:00:00 PM,None,sky is clear,Clear,1,0,0,295.13,6137
10/3/2012 6:00:00 PM,None,few clouds,Clouds,20,0,0,293.66,4623
10/3/2012 7:00:00 PM,None,few clouds,Clouds,20,0,0,290.65,3591
10/3/2012 8:00:00 PM,None,few clouds,Clouds,20,0,0,288.19,2898
10/3/2012 9:00:00 PM,None,sky is clear,Clear,1,0,0,287.1,2637
10/3/2012 10:00:00 PM,None,sky is clear,Clear,1,0,0,286.25,1777
10/3/2012 11:00:00 PM,None,sky is clear,Clear,1,0,0,285.26,1015
10/4/2012 12:00:00 AM,None,sky is clear,Clear,1,0,0,284.55,598
10/4/2012 1:00:00 AM,None,sky is clear,Clear,1,0,0,283.47,369
10/4/2012 2:00:00 AM,None,sky is clear,Clear,1,0,0,283.17,312
10/4/2012 3:00:00 AM,None,sky is clear,Clear,1,0,0,282.04,367
10/4/2012 4:00:00 AM,None,sky is clear,Clear,1,0,0,281.69,835
10/4/2012 5:00:00 AM,None,sky is clear,Clear,1,0,0,281.32,2726
10/4/2012 6:00:00 AM,None,sky is clear,Clear,1,0,0,280.74,5689
10/4/2012 7:00:00 AM,None,sky is clear,Clear,1,0,0,280.57,6990
10/4/2012 8:00:00 AM,None,sky is clear,Clear,1,0,0,281.86,5985
10/4/2012 9:00:00 AM,None,sky is clear,Clear,1,0,0,284.98,5309
10/4/2012 10:00:00 AM,None,sky is clear,Clear,1,0,0,289.18,4603
10/4/2012 11:00:00 AM,None,sky is clear,Clear,1,0,0,291.55,4884
10/4/2012 12:00:00 PM,None,sky is clear,Clear,1,0,0,294.97,5104
10/4/2012 1:00:00 PM,None,sky is clear,Clear,1,0,0,296.38,5178
10/4/2012 2:00:00 PM,None,sky is clear,Clear,1,0,0,297.32,5501
10/4/2012 3:00:00 PM,None,sky is clear,Clear,1,0,0,298.17,5713
10/4/2012 4:00:00 PM,None,few clouds,Clouds,20,0,0,298.06,6292
10/4/2012 5:00:00 PM,None,few clouds,Clouds,20,0,0,297.67,6057
10/4/2012 6:00:00 PM,None,scattered clouds,Clouds,40,0,0,296.36,4907
10/4/2012 7:00:00 PM,None,scattered clouds,Clouds,40,0,0,293.85,3503
10/4/2012 8:00:00 PM,None,scattered clouds,Clouds,40,0,0,292.43,3037
10/4/2012 9:00:00 PM,None,broken clouds,Clouds,75,0,0,291.77,2822
10/4/2012 10:00:00 PM,None,broken clouds,Clouds,75,0,0,291.36,1992
10/4/2012 11:00:00 PM,None,broken clouds,Clouds,75,0,0,291.12,1166
10/5/2012 12:00:00 AM,None,broken clouds,Clouds,75,0,0,290.63,627
10/5/2012 1:00:00 AM,None,scattered clouds,Clouds,40,0,0,290.46,388
10/5/2012 3:00:00 AM,None,sky is clear,Clear,0,0,0,289.26,368
10/5/2012 5:00:00 AM,None,broken clouds,Clouds,75,0,0,283.21,2489
10/5/2012 6:00:00 AM,None,overcast clouds,Clouds,90,0,0,282.24,5537
10/5/2012 7:00:00 AM,None,overcast clouds,Clouds,90,0,0,281.69,6628
10/5/2012 8:00:00 AM,None,overcast clouds,Clouds,90,0,0,280.57,5534
10/5/2012 9:00:00 AM,None,broken clouds,Clouds,75,0,0,280.02,5403
10/5/2012 10:00:00 AM,None,broken clouds,Clouds,75,0,0,280.11,4770
10/5/2012 11:00:00 AM,None,overcast clouds,Clouds,90,0,0,280,5217
10/5/2012 12:00:00 PM,None,overcast clouds,Clouds,90,0,0,280.53,5870
10/5/2012 1:00:00 PM,None,broken clouds,Clouds,75,0,0,281.43,5967
10/5/2012 2:00:00 PM,None,overcast clouds,Clouds,90,0,0,281.78,6108
10/5/2012 3:00:00 PM,None,overcast clouds,Clouds,90,0,0,281.91,6128
10/5/2012 4:00:00 PM,None,overcast clouds,Clouds,90,0,0,281.73,6069
10/5/2012 5:00:00 PM,None,overcast clouds,Clouds,90,0,0,281.42,6169
10/5/2012 6:00:00 PM,None,overcast clouds,Clouds,90,0,0,280.87,5384
10/5/2012 7:00:00 PM,None,overcast clouds,Clouds,90,0,0,280.15,4063
10/5/2012 8:00:00 PM,None,overcast clouds,Clouds,90,0,0,279.78,3364
10/5/2012 9:00:00 PM,None,broken clouds,Clouds,75,0,0,279.65,2971
10/5/2012 10:00:00 PM,None,scattered clouds,Clouds,40,0,0,279.22,2450
10/5/2012 11:00:00 PM,None,scattered clouds,Clouds,40,0,0,279.06,1832
10/6/2012 12:00:00 AM,None,overcast clouds,Clouds,90,0,0,278.81,1231
10/6/2012 1:00:00 AM,None,overcast clouds,Clouds,90,0,0,278.55,718
10/6/2012 2:00:00 AM,None,overcast clouds,Clouds,90,0,0,278.59,545
10/6/2012 4:00:00 AM,None,broken clouds,Clouds,75,0,0,276.99,411
10/6/2012 5:00:00 AM,None,few clouds,Clouds,20,0,0,276.35,688
10/6/2012 6:00:00 AM,None,sky is clear,Clear,1,0,0,275.4,1352
10/6/2012 7:00:00 AM,None,sky is clear,Clear,1,0,0,275.17,2072
10/6/2012 8:00:00 AM,None,sky is clear,Clear,1,0,0,274.99,3342
10/6/2012 9:00:00 AM,None,scattered clouds,Clouds,40,0,0,275.09,4258
10/6/2012 10:00:00 AM,None,few clouds,Clouds,20,0,0,276.88,4861
10/6/2012 11:00:00 AM,None,few clouds,Clouds,20,0,0,278.04,5191
10/6/2012 12:00:00 PM,None,scattered clouds,Clouds,40,0,0,279.08,5669
10/6/2012 1:00:00 PM,None,broken clouds,Clouds,75,0,0,280.12,5074
10/6/2012 2:00:00 PM,None,broken clouds,Clouds,75,0,0,280.25,5025
10/6/2012 3:00:00 PM,None,broken clouds,Clouds,75,0,0,280,5153
10/6/2012 4:00:00 PM,None,overcast clouds,Clouds,90,0,0,279.06,5024
10/6/2012 5:00:00 PM,None,overcast clouds,Clouds,90,0,0,278.91,4779
10/6/2012 6:00:00 PM,None,overcast clouds,Clouds,90,0,0,278.39,4362
10/6/2012 7:00:00 PM,None,overcast clouds,Clouds,90,0,0,278.16,3860
10/6/2012 8:00:00 PM,None,overcast clouds,Clouds,90,0,0,278.16,3160
10/6/2012 9:00:00 PM,None,overcast clouds,Clouds,90,0,0,277.93,2992
10/6/2012 10:00:00 PM,None,overcast clouds,Clouds,90,0,0,276.9,3202
10/6/2012 11:00:00 PM,None,broken clouds,Clouds,75,0,0,276.34,1941
10/7/2012 12:00:00 AM,None,broken clouds,Clouds,75,0,0,276.11,1233
10/7/2012 3:00:00 AM,None,overcast clouds,Clouds,90,0,0,275.73,323
10/7/2012 4:00:00 AM,None,overcast clouds,Clouds,90,0,0,275.65,312
10/7/2012 5:00:00 AM,None,broken clouds,Clouds,75,0,0,275.51,627
10/7/2012 6:00:00 AM,None,overcast clouds,Clouds,90,0,0,275.05,1508
10/7/2012 7:00:00 AM,None,overcast clouds,Clouds,90,0,0,274.77,1539
10/7/2012 8:00:00 AM,None,broken clouds,Clouds,75,0,0,274.77,2232
10/7/2012 9:00:00 AM,None,broken clouds,Clouds,75,0,0,275.55,4568
10/7/2012 10:00:00 AM,None,broken clouds,Clouds,75,0,0,276.24,4624
10/7/2012 11:00:00 AM,None,overcast clouds,Clouds,90,0,0,277.01,4529
10/7/2012 12:00:00 PM,None,overcast clouds,Clouds,90,0,0,277.43,5139
10/7/2012 1:00:00 PM,None,overcast clouds,Clouds,90,0,0,278.45,6640
10/7/2012 2:00:00 PM,None,overcast clouds,Clouds,90,0,0,279.27,6589
10/7/2012 3:00:00 PM,None,overcast clouds,Clouds,90,0,0,279.27,4429
10/7/2012 4:00:00 PM,None,overcast clouds,Clouds,90,0,0,279.44,4329
10/7/2012 5:00:00 PM,None,overcast clouds,Clouds,90,0,0,279.32,3833
10/7/2012 6:00:00 PM,None,overcast clouds,Clouds,90,0,0,279.27,4015
10/7/2012 7:00:00 PM,None,overcast clouds,Clouds,90,0,0,278.11,3382
10/7/2012 8:00:00 PM,None,broken clouds,Clouds,75,0,0,276.79,2815
10/7/2012 9:00:00 PM,None,overcast clouds,Clouds,90,0,0,275.73,2110
10/7/2012 10:00:00 PM,None,broken clouds,Clouds,75,0,0,274.88,1555
10/7/2012 11:00:00 PM,None,few clouds,Clouds,20,0,0,273.92,959
10/8/2012 12:00:00 AM,Columbus Day,few clouds,Clouds,20,0,0,273.08,455
10/8/2012 1:00:00 AM,None,few clouds,Clouds,20,0,0,272.62,336
10/8/2012 2:00:00 AM,None,sky is clear,Clear,1,0,0,271.78,265
10/8/2012 3:00:00 AM,None,sky is clear,Clear,1,0,0,271.05,314
10/8/2012 4:00:00 AM,None,sky is clear,Clear,1,0,0,270.63,779
10/8/2012 5:00:00 AM,None,sky is clear,Clear,1,0,0,270.33,2571
10/8/2012 6:00:00 AM,None,few clouds,Clouds,20,0,0,269.61,5563
10/8/2012 7:00:00 AM,None,few clouds,Clouds,20,0,0,270.01,6676
10/8/2012 8:00:00 AM,None,few clouds,Clouds,20,0,0,271.23,5966
10/8/2012 9:00:00 AM,None,few clouds,Clouds,20,0,0,273.71,4832
10/8/2012 10:00:00 AM,None,few clouds,Clouds,20,0,0,276.77,4395
10/8/2012 11:00:00 AM,None,few clouds,Clouds,20,0,0,279.47,4411
10/8/2012 12:00:00 PM,None,sky is clear,Clear,1,0,0,279.84,4648
10/8/2012 1:00:00 PM,None,scattered clouds,Clouds,40,0,0,282.34,4602
10/8/2012 2:00:00 PM,None,scattered clouds,Clouds,40,0,0,282.94,5125
10/8/2012 3:00:00 PM,None,sky is clear,Clear,1,0,0,283.48,5502
10/8/2012 4:00:00 PM,None,sky is clear,Clear,1,0,0,284.33,5979
10/8/2012 5:00:00 PM,None,scattered clouds,Clouds,40,0,0,284.48,5663
10/8/2012 6:00:00 PM,None,scattered clouds,Clouds,40,0,0,284.23,4259
10/8/2012 7:00:00 PM,None,few clouds,Clouds,20,0,0,281.99,3069
10/8/2012 8:00:00 PM,None,sky is clear,Clear,1,0,0,279.81,2378
10/8/2012 9:00:00 PM,None,sky is clear,Clear,1,0,0,279.35,2030
10/8/2012 10:00:00 PM,None,sky is clear,Clear,1,0,0,278.9,1400
10/8/2012 11:00:00 PM,None,sky is clear,Clear,1,0,0,278.46,917
10/9/2012 12:00:00 AM,None,sky is clear,Clear,1,0,0,277.78,515
10/9/2012 1:00:00 AM,None,sky is clear,Clear,1,0,0,277.27,302
10/9/2012 2:00:00 AM,None,sky is clear,Clear,1,0,0,277.47,251
10/9/2012 4:00:00 AM,None,few clouds,Clouds,20,0,0,276.97,798
10/9/2012 5:00:00 AM,None,scattered clouds,Clouds,40,0,0,276.52,2678
10/9/2012 6:00:00 AM,None,scattered clouds,Clouds,40,0,0,276.6,5733
10/9/2012 7:00:00 AM,None,broken clouds,Clouds,75,0,0,277.31,6449
10/9/2012 8:00:00 AM,None,overcast clouds,Clouds,90,0,0,278.38,5765
10/9/2012 9:00:00 AM,None,overcast clouds,Clouds,90,0,0,279.35,5599
10/9/2012 10:00:00 AM,None,overcast clouds,Clouds,90,0,0,281.37,4534
10/9/2012 11:00:00 AM,None,overcast clouds,Clouds,90,0,0,283.11,4691
10/9/2012 12:00:00 PM,None,broken clouds,Clouds,75,0,0,284.08,5067
10/9/2012 1:00:00 PM,None,broken clouds,Clouds,75,0,0,285.14,5030
10/9/2012 2:00:00 PM,None,overcast clouds,Clouds,90,0,0,286.35,5300
10/9/2012 3:00:00 PM,None,light rain,Rain,100,0,0,287.23,5777
10/9/2012 4:00:00 PM,None,overcast clouds,Clouds,90,0,0,288.53,6349
10/9/2012 5:00:00 PM,None,overcast clouds,Clouds,90,0,0,290.37,6127
10/9/2012 6:00:00 PM,None,overcast clouds,Clouds,90,0,0,290.13,4460
10/9/2012 7:00:00 PM,None,broken clouds,Clouds,75,0,0,288.86,3418
10/9/2012 8:00:00 PM,None,overcast clouds,Clouds,90,0,0,287.36,2775
10/9/2012 9:00:00 PM,None,overcast clouds,Clouds,90,0,0,285.11,2306
10/9/2012 10:00:00 PM,None,overcast clouds,Clouds,90,0,0,283.46,1846
10/9/2012 11:00:00 PM,None,overcast clouds,Clouds,90,0,0,282.45,947
10/10/2012 12:00:00 AM,None,overcast clouds,Clouds,90,0,0,281.88,494
10/10/2012 1:00:00 AM,None,overcast clouds,Clouds,90,0,0,281.78,332
10/10/2012 2:00:00 AM,None,broken clouds,Clouds,75,0,0,281.09,261
10/10/2012 3:00:00 AM,None,overcast clouds,Clouds,90,0,0,281.17,361
10/10/2012 6:00:00 AM,None,sky is clear,Clear,92,0,0,281.25,5875
10/10/2012 7:00:00 AM,None,light rain,Rain,99,0,0,281.25,6793
10/10/2012 7:00:00 AM,None,light intensity drizzle,Drizzle,99,0,0,281.25,6793
10/10/2012 8:00:00 AM,None,light rain,Rain,99,0,0,280.1,6283
10/10/2012 8:00:00 AM,None,light intensity drizzle,Drizzle,99,0,0,280.1,6283
10/10/2012 9:00:00 AM,None,light rain,Rain,99,0,0,279.61,5680
10/10/2012 9:00:00 AM,None,light intensity drizzle,Drizzle,99,0,0,279.61,5680
10/10/2012 10:00:00 AM,None,sky is clear,Clear,99,0,0,279.67,4632
10/10/2012 11:00:00 AM,None,sky is clear,Clear,1,0,0,280.19,4887
10/10/2012 12:00:00 PM,None,broken clouds,Clouds,75,0,0,282.09,5030
10/10/2012 1:00:00 PM,None,broken clouds,Clouds,75,0,0,282.26,5067
10/10/2012 2:00:00 PM,None,overcast clouds,Clouds,90,0,0,282.05,5227
10/10/2012 3:00:00 PM,None,overcast clouds,Clouds,90,0,0,281.59,5610
10/10/2012 4:00:00 PM,None,sky is clear,Clear,81,0,0,281.23,6286
10/10/2012 6:00:00 PM,None,sky is clear,Clear,81,0,0,282.6,4775
10/10/2012 7:00:00 PM,None,sky is clear,Clear,81,0,0,282.6,3340
10/10/2012 8:00:00 PM,None,sky is clear,Clear,81,0,0,282.6,3013
10/10/2012 9:00:00 PM,None,sky is clear,Clear,81,0,0,282.6,2603
10/10/2012 10:00:00 PM,None,sky is clear,Clear,81,0,0,282.6,1910
10/10/2012 11:00:00 PM,None,sky is clear,Clear,81,0,0,282.6,1037
10/11/2012 1:00:00 AM,None,sky is clear,Clear,1,0,0,273.9,347
10/11/2012 3:00:00 AM,None,broken clouds,Clouds,75,0,0,274.4,350
10/11/2012 4:00:00 AM,None,broken clouds,Clouds,75,0,0,274.05,850
10/11/2012 5:00:00 AM,None,scattered clouds,Clouds,40,0,0,273.71,2791
10/11/2012 6:00:00 AM,None,sky is clear,Clear,1,0,0,272.66,5809
10/11/2012 7:00:00 AM,None,sky is clear,Clear,1,0,0,272.65,6798
10/11/2012 8:00:00 AM,None,sky is clear,Clear,1,0,0,272.52,6304
10/11/2012 9:00:00 AM,None,few clouds,Clouds,20,0,0,275.19,5291
10/11/2012 10:00:00 AM,None,sky is clear,Clear,1,0,0,275.34,4638
10/11/2012 2:00:00 PM,None,sky is clear,Clear,50,0,0,284.1,5557
10/11/2012 3:00:00 PM,None,sky is clear,Clear,50,0,0,284.1,5818
10/11/2012 4:00:00 PM,None,broken clouds,Clouds,75,0,0,283.78,6272
10/11/2012 5:00:00 PM,None,broken clouds,Clouds,75,0,0,283.52,5944
10/11/2012 6:00:00 PM,None,overcast clouds,Clouds,90,0,0,283.32,4949
10/11/2012 7:00:00 PM,None,overcast clouds,Clouds,90,0,0,282.06,3511
10/11/2012 8:00:00 PM,None,overcast clouds,Clouds,90,0,0,281.95,3039
10/11/2012 9:00:00 PM,None,overcast clouds,Clouds,90,0,0,281.81,2679
10/11/2012 10:00:00 PM,None,overcast clouds,Clouds,90,0,0,282.16,2094
10/11/2012 11:00:00 PM,None,overcast clouds,Clouds,90,0,0,282.53,1284
10/12/2012 12:00:00 AM,None,overcast clouds,Clouds,90,0,0,283.91,630
10/12/2012 1:00:00 AM,None,overcast clouds,Clouds,90,0,0,284.64,410
10/12/2012 2:00:00 AM,None,overcast clouds,Clouds,90,0,0,284.61,331
10/12/2012 3:00:00 AM,None,light intensity drizzle,Drizzle,72,0,0,283.18,372
10/12/2012 4:00:00 AM,None,light rain,Rain,72,0,0,282.26,739
10/12/2012 5:00:00 AM,None,light intensity drizzle,Drizzle,72,0,0,280.77,2561
10/12/2012 6:00:00 AM,None,broken clouds,Clouds,75,0,0,278.53,5586
10/12/2012 7:00:00 AM,None,broken clouds,Clouds,75,0,0,277.64,6992
10/12/2012 8:00:00 AM,None,overcast clouds,Clouds,90,0,0,277.9,5860
10/12/2012 9:00:00 AM,None,overcast clouds,Clouds,90,0,0,278.18,5230
10/12/2012 10:00:00 AM,None,broken clouds,Clouds,75,0,0,279.29,4864
10/12/2012 11:00:00 AM,None,broken clouds,Clouds,75,0,0,280.45,5146
10/12/2012 12:00:00 PM,None,scattered clouds,Clouds,40,0,0,280.95,5526
10/12/2012 1:00:00 PM,None,scattered clouds,Clouds,40,0,0,281.74,5383
10/12/2012 2:00:00 PM,None,broken clouds,Clouds,75,0,0,281.84,5758
10/12/2012 3:00:00 PM,None,broken clouds,Clouds,75,0,0,282.45,5889
10/12/2012 4:00:00 PM,None,broken clouds,Clouds,75,0,0,282.2,6057
10/12/2012 5:00:00 PM,None,scattered clouds,Clouds,40,0,0,281.54,6028
10/12/2012 6:00:00 PM,None,few clouds,Clouds,20,0,0,280.21,5257
10/12/2012 11:00:00 PM,None,sky is clear,Clear,56,0,0,282.2,1897
10/13/2012 12:00:00 AM,None,sky is clear,Clear,1,0,0,272.58,1335
10/13/2012 1:00:00 AM,None,sky is clear,Clear,1,0,0,272.06,769
10/13/2012 2:00:00 AM,None,sky is clear,Clear,1,0,0,270.99,570
10/13/2012 3:00:00 AM,None,few clouds,Clouds,20,0,0,270.29,413
10/13/2012 4:00:00 AM,None,sky is clear,Clear,1,0,0,269.48,399
10/13/2012 5:00:00 AM,None,sky is clear,Clear,1,0,0,269.27,740
10/13/2012 6:00:00 AM,None,sky is clear,Clear,1,0,0,268.91,1420
10/13/2012 7:00:00 AM,None,broken clouds,Clouds,75,0,0,268.98,2220
10/13/2012 8:00:00 AM,None,scattered clouds,Clouds,40,0,0,269.23,3479
10/13/2012 9:00:00 AM,None,scattered clouds,Clouds,40,0,0,272.61,4546
10/13/2012 10:00:00 AM,None,few clouds,Clouds,20,0,0,276.78,4579
10/13/2012 11:00:00 AM,None,sky is clear,Clear,1,0,0,279.22,4438
10/13/2012 12:00:00 PM,None,sky is clear,Clear,1,0,0,280.35,4623
10/13/2012 1:00:00 PM,None,sky is clear,Clear,1,0,0,281.81,4440
10/13/2012 2:00:00 PM,None,sky is clear,Clear,1,0,0,283.05,4495
10/13/2012 3:00:00 PM,None,sky is clear,Clear,1,0,0,283.96,4483
10/13/2012 4:00:00 PM,None,sky is clear,Clear,1,0,0,284.53,4591
10/13/2012 5:00:00 PM,None,sky is clear,Clear,1,0,0,284.44,4477
10/13/2012 6:00:00 PM,None,sky is clear,Clear,1,0,0,283.64,4221
10/13/2012 7:00:00 PM,None,few clouds,Clouds,20,0,0,281.85,3672
10/13/2012 8:00:00 PM,None,sky is clear,Clear,1,0,0,281.38,3015
10/13/2012 9:00:00 PM,None,broken clouds,Clouds,75,0,0,281.84,2769
10/13/2012 10:00:00 PM,None,overcast clouds,Clouds,90,0,0,282.23,2875
10/13/2012 11:00:00 PM,None,overcast clouds,Clouds,90,0,0,282.18,1931
10/14/2012 12:00:00 AM,None,overcast clouds,Clouds,90,0,0,282.49,1309
10/14/2012 1:00:00 AM,None,overcast clouds,Clouds,90,0,0,282.54,870
10/14/2012 2:00:00 AM,None,overcast clouds,Clouds,90,0,0,282.58,654
10/14/2012 3:00:00 AM,None,overcast clouds,Clouds,90,0,0,282.23,364
10/14/2012 4:00:00 AM,None,overcast clouds,Clouds,90,0,0,282.08,262
10/14/2012 5:00:00 AM,None,overcast clouds,Clouds,90,0,0,282.23,505
10/14/2012 6:00:00 AM,None,overcast clouds,Clouds,90,0,0,282.24,861
10/14/2012 7:00:00 AM,None,overcast clouds,Clouds,90,0,0,282.24,1132
10/14/2012 8:00:00 AM,None,mist,Mist,57,0,0,282.24,1797
10/14/2012 9:00:00 AM,None,light intensity drizzle,Drizzle,57,0,0,282.43,2685
10/14/2012 9:00:00 AM,None,mist,Mist,57,0,0,282.43,2685
10/14/2012 9:00:00 AM,None,haze,Haze,57,0,0,282.43,2685
10/14/2012 10:00:00 AM,None,light intensity drizzle,Drizzle,57,0,0,282.33,3370
10/14/2012 10:00:00 AM,None,mist,Mist,57,0,0,282.33,3370
10/14/2012 11:00:00 AM,None,light intensity drizzle,Drizzle,57,0,0,282.82,3662
10/14/2012 11:00:00 AM,None,mist,Mist,57,0,0,282.82,3662
10/14/2012 12:00:00 PM,None,mist,Mist,57,0,0,283.33,4076
10/14/2012 12:00:00 PM,None,light rain,Rain,57,0,0,283.33,4076
10/14/2012 12:00:00 PM,None,light intensity drizzle,Drizzle,57,0,0,283.33,4076
10/14/2012 1:00:00 PM,None,light rain,Rain,93,0,0,283.75,4128
10/14/2012 1:00:00 PM,None,mist,Mist,93,0,0,283.75,4128
10/14/2012 1:00:00 PM,None,light intensity drizzle,Drizzle,93,0,0,283.75,4128
10/14/2012 2:00:00 PM,None,mist,Mist,93,0,0,284.09,4358
10/14/2012 2:00:00 PM,None,light rain,Rain,93,0,0,284.09,4358
10/14/2012 2:00:00 PM,None,light intensity drizzle,Drizzle,93,0,0,284.09,4358
10/14/2012 3:00:00 PM,None,mist,Mist,93,0,0,284.55,4342
10/14/2012 3:00:00 PM,None,light rain,Rain,93,0,0,284.55,4342
10/14/2012 4:00:00 PM,None,mist,Mist,93,0,0,284.68,4234
10/14/2012 5:00:00 PM,None,light rain,Rain,93,0,0,284.64,4271
10/14/2012 5:00:00 PM,None,mist,Mist,93,0,0,284.64,4271
10/14/2012 6:00:00 PM,None,mist,Mist,93,0,0,284.4,4080
10/14/2012 7:00:00 PM,None,mist,Mist,93,0,0,284.17,3453
10/14/2012 8:00:00 PM,None,mist,Mist,93,0,0,284.03,2718
10/14/2012 9:00:00 PM,None,mist,Mist,93,0,0,283.58,2439
10/14/2012 10:00:00 PM,None,mist,Mist,93,0,0,283.04,1819
10/14/2012 11:00:00 PM,None,mist,Mist,93,0,0,281.95,1002
10/14/2012 11:00:00 PM,None,fog,Fog,93,0,0,281.95,1002
10/15/2012 12:00:00 AM,None,mist,Mist,93,0,0,281.61,542
10/15/2012 12:00:00 AM,None,fog,Fog,93,0,0,281.61,542
10/15/2012 1:00:00 AM,None,fog,Fog,85,0,0,281.57,303
10/15/2012 2:00:00 AM,None,fog,Fog,85,0,0,281.42,239
10/15/2012 3:00:00 AM,None,mist,Mist,85,0,0,281.29,335
10/15/2012 3:00:00 AM,None,fog,Fog,85,0,0,281.29,335
10/15/2012 4:00:00 AM,None,mist,Mist,85,0,0,281.02,810
10/15/2012 4:00:00 AM,None,fog,Fog,85,0,0,281.02,810
10/15/2012 5:00:00 AM,None,mist,Mist,85,0,0,280.82,2606
10/15/2012 5:00:00 AM,None,fog,Fog,85,0,0,280.82,2606
10/15/2012 6:00:00 AM,None,mist,Mist,85,0,0,280.39,5714
10/15/2012 7:00:00 AM,None,mist,Mist,100,0,0,280.19,6798
10/15/2012 8:00:00 AM,None,mist,Mist,100,0,0,279.82,6114
10/15/2012 9:00:00 AM,None,mist,Mist,100,0,0,279.75,5094
10/15/2012 10:00:00 AM,None,mist,Mist,100,0,0,280.07,4473
10/15/2012 11:00:00 AM,None,overcast clouds,Clouds,90,0,0,280.32,4529
10/15/2012 12:00:00 PM,None,sky is clear,Clear,100,0,0,281.72,4823
10/15/2012 1:00:00 PM,None,scattered clouds,Clouds,40,0,0,284.01,4872
10/15/2012 2:00:00 PM,None,sky is clear,Clear,1,0,0,285.88,5238
10/15/2012 3:00:00 PM,None,sky is clear,Clear,1,0,0,286.87,5584
10/15/2012 4:00:00 PM,None,few clouds,Clouds,20,0,0,287.6,6246
10/15/2012 5:00:00 PM,None,few clouds,Clouds,20,0,0,287.27,5957
10/15/2012 6:00:00 PM,None,few clouds,Clouds,20,0,0,286.18,4535
10/15/2012 7:00:00 PM,None,broken clouds,Clouds,75,0,0,285.2,3234
10/15/2012 8:00:00 PM,None,broken clouds,Clouds,75,0,0,284.68,2677
10/15/2012 9:00:00 PM,None,overcast clouds,Clouds,90,0,0,284.49,2077
10/15/2012 10:00:00 PM,None,few clouds,Clouds,20,0,0,283.54,1380
10/15/2012 11:00:00 PM,None,broken clouds,Clouds,75,0,0,282.33,927
10/16/2012 12:00:00 AM,None,few clouds,Clouds,20,0,0,281.21,500
10/16/2012 1:00:00 AM,None,sky is clear,Clear,1,0,0,279.87,324
10/16/2012 2:00:00 AM,None,sky is clear,Clear,1,0,0,278.93,257
10/16/2012 3:00:00 AM,None,sky is clear,Clear,1,0,0,277.91,354
10/16/2012 4:00:00 AM,None,sky is clear,Clear,1,0,0,277.21,769
10/16/2012 5:00:00 AM,None,sky is clear,Clear,1,0,0,276.61,2769
10/16/2012 6:00:00 AM,None,sky is clear,Clear,1,0,0,276.11,5789
10/16/2012 7:00:00 AM,None,few clouds,Clouds,20,0,0,274.81,7055
10/16/2012 8:00:00 AM,None,few clouds,Clouds,20,0,0,274.99,6408
10/16/2012 9:00:00 AM,None,few clouds,Clouds,20,0,0,277.91,5254
10/16/2012 10:00:00 AM,None,few clouds,Clouds,20,0,0,280.71,4547
